,budget,genres,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count
379,20000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",9387,"[{""id"": 1394, ""name"": ""gladiator""}, {""id"": 1522, ""name"": ""repayment""}, {""id"": 4798, ""name"": ""despot""}, {""id"": 14665, ""name"": ""barbarian""}, {""id"": 234213, ""name"": ""sword and sorcery""}]",en,Conan the Barbarian,"A film adaptation of the classic sword and sorcery hero, Conan the Barbarian. A horde of rampaging warriors massacre the parents of young Conan and enslave the young child for years on The Wheel of Pain. As the sole survivor of the childhood massacre, Conan is released from slavery and taught the ancient arts of fighting. Transforming himself into a killing machine, Conan travels into the wilderness to seek vengeance on Thulsa Doom, the man responsible for killing his family. In the wilderness, Conan takes up with the thieves Valeria and Subotai. The group comes upon King Osric, who wants the trio of warriors to help rescue his daughter who has joined Doom in the hills.",31.802807,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Dino De Laurentiis Company"", ""id"": 10308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982-04-02,79114085,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Conan the Barbarian,6.6,650
380,88000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",921,"[{""id"": 396, ""name"": ""transporter""}, {""id"": 1199, ""name"": ""netherlands""}, {""id"": 1477, ""name"": ""world cup""}, {""id"": 1952, ""name"": ""socially deprived family""}, {""id"": 2783, ""name"": ""family's daily life""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 4487, ""name"": ""boxing match""}, {""id"": 4610, ""name"": ""comeback""}, {""id"": 4613, ""name"": ""training""}, {""id"": 4614, ""name"": ""heavy weight""}, {""id"": 4615, ""name"": ""folk hero""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 6066, ""name"": ""defeat""}, {""id"": 6075, ""name"": ""sport""}]",en,Cinderella Man,"The true story of boxer, Jim Braddock who, in the 1920’s after his retirement, has a surprise comeback in order to get him and his family out of a socially poor state.",24.100863,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Parkway Pictures (I)"", ""id"": 631}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-06-02,108539911,144.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Cinderella Man,7.3,616
381,90000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}]",49852,[],en,The Nutcracker: The Untold Story,"Set in 1920's Vienna, this a tale of a little girl, whose godfather gives her a special doll one Christmas Eve.",3.593349,"[{""name"": ""Vnesheconombank"", ""id"": 24013}, {""name"": ""Nutcracker Holdings"", ""id"": 24014}, {""name"": ""HCC Media Group"", ""id"": 24015}, {""name"": ""Russian Roulette Ltd."", ""id"": 24016}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}]",2010-11-24,16178959,110.0,"[{""iso_639_1"": ""da"", ""name"": ""Dansk""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Nutcracker: The Untold Story,5.4,50
382,87000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",4464,"[{""id"": 643, ""name"": ""horse race""}, {""id"": 2355, ""name"": ""american dream""}, {""id"": 3525, ""name"": ""racehorse""}, {""id"": 5571, ""name"": ""great depression""}]",en,Seabiscuit,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,14.824166,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""DreamWorks Pictures"", ""id"": 7293}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-07-22,148336445,141.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Seabiscuit,6.7,216
383,92000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",664,"[{""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 2213, ""name"": ""tornado""}, {""id"": 2214, ""name"": ""twister""}, {""id"": 2493, ""name"": ""oklahoma""}, {""id"": 3337, ""name"": ""metereologist""}, {""id"": 3338, ""name"": ""invention""}, {""id"": 3693, ""name"": ""climate""}, {""id"": 3875, ""name"": ""barn""}, {""id"": 5096, ""name"": ""natural disaster""}, {""id"": 5543, ""name"": ""cow""}, {""id"": 9276, ""name"": ""truck""}, {""id"": 10617, ""name"": ""disaster""}, {""id"": 12335, ""name"": ""aunt niece relationship""}, {""id"": 12336, ""name"": ""storm chaser""}, {""id"": 15160, ""name"": ""divorce""}]",en,Twister,"TV weatherman Bill Harding is trying to get his tornado-hunter wife, Jo, to sign divorce papers so he can marry his girlfriend Melissa. But Mother Nature, in the form of a series of intense storms sweeping across Oklahoma, has other plans. Soon the three have joined the team of stormchasers as they attempt to insert a revolutionary measuring device into the very heart of several extremely violent tornados.",32.079995000000004,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Constant c Productions"", ""id"": 23370}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-05-10,494471524,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Twister,6.1,950
384,90000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",8358,"[{""id"": 911, ""name"": ""exotic island""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 5605, ""name"": ""volleyball""}, {""id"": 9957, ""name"": ""loneliness""}, {""id"": 12617, ""name"": ""airplane crash""}, {""id"": 155746, ""name"": ""deserted island""}, {""id"": 157524, ""name"": ""tropical island""}, {""id"": 170319, ""name"": ""survival skills""}]",en,Cast Away,"Chuck, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia ditches at sea during a terrible storm. He's the only survivor, and he washes up on a tiny island with nothing but some flotsam and jetsam from the aircraft's cargo.",57.739713,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Playtone"", ""id"": 4171}, {""name"": ""ImageMovers"", ""id"": 11395}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-12-22,429632142,143.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Cast Away,7.5,3218
385,100000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]",9836,"[{""id"": 270, ""name"": ""ocean""}, {""id"": 1357, ""name"": ""fish""}, {""id"": 2172, ""name"": ""zoo""}, {""id"": 3028, ""name"": ""penguin""}, {""id"": 4345, ""name"": ""tap dancing""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9986, ""name"": ""crush""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 11500, ""name"": ""anthropomorphism""}, {""id"": 12990, ""name"": ""singing""}, {""id"": 14728, ""name"": ""antarctica""}, {""id"": 18035, ""name"": ""family""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Happy Feet,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",37.272385,"[{""name"": ""Kennedy Miller Productions"", ""id"": 2537}, {""name"": ""Animal Logic"", ""id"": 8089}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2006-11-16,384335608,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Happy Feet,5.9,1410
386,75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2502,"[{""id"": 220, ""name"": ""berlin""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 1589, ""name"": ""sniper""}, {""id"": 2251, ""name"": ""lie""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11134, ""name"": ""espionage""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14967, ""name"": ""foot chase""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 18067, ""name"": ""exploding house""}, {""id"": 18520, ""name"": ""though guy""}, {""id"": 18522, ""name"": ""one against many""}, {""id"": 33779, ""name"": ""rail car""}, {""id"": 164148, ""name"": ""dark past""}, {""id"": 186450, ""name"": ""moscow""}, {""id"": 188955, ""name"": ""hand to hand combat""}]",en,The Bourne Supremacy,"When a CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.",53.213931,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Hypnotic"", ""id"": 7384}, {""name"": ""Motion Picture THETA Produktionsgesellschaft"", ""id"": 11346}, {""name"": ""Ludlum Entertainment"", ""id"": 11347}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-07-23,288500217,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,The Bourne Supremacy,7.2,2825
387,85000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",9772,"[{""id"": 378, ""name"": ""prison""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 833, ""name"": ""white house""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 1954, ""name"": ""ultimatum""}, {""id"": 7188, ""name"": ""hostage-taking""}, {""id"": 8986, ""name"": ""air force one""}, {""id"": 10237, ""name"": ""aerial combat""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 12371, ""name"": ""gunfight""}, {""id"": 15089, ""name"": ""fighter plane""}, {""id"": 41249, ""name"": ""secret service""}, {""id"": 174019, ""name"": ""american president""}, {""id"": 188955, ""name"": ""hand to hand combat""}, {""id"": 200808, ""name"": ""negotiation""}, {""id"": 207901, ""name"": ""political prisoner""}, {""id"": 226150, ""name"": ""airplane hijack""}]",en,Air Force One,"Russian terrorists conspire to hijack the aircraft with the president and his family on board. The commander in chief finds himself facing an impossible predicament: give in to the terrorists and sacrifice his family, or risk everything to uphold his principles - and the integrity of the nation.",36.38795,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Beacon Communications"", ""id"": 919}, {""name"": ""Radiant Productions"", ""id"": 18990}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-07-25,315156409,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Air Force One,6.2,840
388,85000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",161,"[{""id"": 378, ""name"": ""prison""}, {""id"": 3430, ""name"": ""pickpocket""}, {""id"": 3688, ""name"": ""strip club""}, {""id"": 10453, ""name"": ""con artist""}, {""id"": 10530, ""name"": ""atlantic city""}, {""id"": 11362, ""name"": ""cockney accent""}, {""id"": 14570, ""name"": ""las vegas""}, {""id"": 159355, ""name"": ""card dealer""}, {""id"": 159358, ""name"": ""explosives expert""}, {""id"": 159362, ""name"": ""black and white scene""}, {""id"": 159369, ""name"": ""male""}, {""id"": 159370, ""name"": ""salt lake city utah""}]",en,Ocean's Eleven,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",60.929352,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Section Eight"", ""id"": 129}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Jerry Weintraub Productions"", ""id"": 2596}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""WV Films II"", ""id"": 24939}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-12-07,450717150,116.0,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Ocean's Eleven,7.2,3783
389,75000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",52451,"[{""id"": 9791, ""name"": ""number in title""}, {""id"": 12995, ""name"": ""historical fiction""}, {""id"": 14577, ""name"": ""musketeer""}, {""id"": 207941, ""name"": ""17th century""}, {""id"": 209714, ""name"": ""3d""}]",en,The Three Musketeers,The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,36.605246,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Nouvelles \u00c9ditions de Films (NEF)"", ""id"": 753}, {""name"": ""New Legacy"", ""id"": 939}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2011-08-31,132274484,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Three Musketeers,5.6,924
390,85000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",76492,"[{""id"": 616, ""name"": ""witch""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2904, ""name"": ""mummy""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 3633, ""name"": ""dracula""}, {""id"": 4062, ""name"": ""skeleton""}, {""id"": 5891, ""name"": ""backpacker""}, {""id"": 6737, ""name"": ""frankenstein""}, {""id"": 11155, ""name"": ""wolfman""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 160130, ""name"": ""invisible man""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 179860, ""name"": ""\u00a0nosferatu""}, {""id"": 181068, ""name"": ""protective father""}, {""id"": 231407, ""name"": ""fang vamp""}]",en,Hotel Transylvania,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teen-aged daughter.",56.257411,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-09-20,358375603,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Hotel Transylvania,6.8,2566
391,85000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",4523,"[{""id"": 351, ""name"": ""poison""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 7939, ""name"": ""portal""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 170362, ""name"": ""fantasy world""}, {""id"": 177901, ""name"": ""evil witch""}, {""id"": 193521, ""name"": ""part animation""}]",en,Enchanted,"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?",29.21998,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Josephson Entertainment"", ""id"": 1894}, {""name"": ""Andalasia Productions"", ""id"": 8908}, {""name"": ""Right Coast Productions"", ""id"": 8909}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-11-20,340487652,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Enchanted,6.6,1449
392,85000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",59961,"[{""id"": 591, ""name"": ""cia""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 41668, ""name"": ""safe house""}, {""id"": 176802, ""name"": ""rogue agent""}, {""id"": 176806, ""name"": ""cape town south africa""}, {""id"": 176809, ""name"": ""soccer stadium""}]",en,Safe House,"A dangerous CIA renegade resurfaces after a decade on the run. When the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead.",34.773106,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Bluegrass Films"", ""id"": 13778}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-02-09,208076205,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""af"", ""name"": ""Afrikaans""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Safe House,6.3,1345
393,85000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",10481,"[{""id"": 212, ""name"": ""london england""}, {""id"": 378, ""name"": ""prison""}, {""id"": 3398, ""name"": ""release from prison""}, {""id"": 5424, ""name"": ""women's prison""}, {""id"": 6491, ""name"": ""society for the prevention of cruelty to animals""}, {""id"": 8841, ""name"": ""puppy""}, {""id"": 8905, ""name"": ""pelz""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 158369, ""name"": ""dalmatian""}]",en,102 Dalmatians,"Get ready for a howling good time as an all new assortment of irresistible animal heroes are unleashed in this great family tail! In an unlikely alliance, the outrageous Waddlesworth... a parrot who thinks he's a Rottweiler... teams up with Oddball... an un-marked Dalmation puppy eager to earn her spots! Together they embark on a laugh-packed quest to outwit the ever-scheming Cruella De Vil",9.895061,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Cruella Productions"", ""id"": 10472}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-10-07,183611771,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,102 Dalmatians,5.1,313
394,75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",59108,"[{""id"": 1418, ""name"": ""skyscraper""}, {""id"": 4543, ""name"": ""thanksgiving""}, {""id"": 12547, ""name"": ""billionaire""}, {""id"": 15275, ""name"": ""parade""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 33632, ""name"": ""apartment""}, {""id"": 156640, ""name"": ""high rise""}, {""id"": 158750, ""name"": ""female agent""}, {""id"": 159325, ""name"": ""ponzi scheme""}, {""id"": 159330, ""name"": ""empty safe""}, {""id"": 159333, ""name"": ""caper comedy""}, {""id"": 159334, ""name"": ""planning""}, {""id"": 159339, ""name"": ""safecracker""}, {""id"": 159341, ""name"": ""recruiting""}, {""id"": 159343, ""name"": ""heist movie""}, {""id"": 159346, ""name"": ""deceit""}, {""id"": 159350, ""name"": ""lobby""}]",en,Tower Heist,"A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse.",36.743324,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Image Entertainment"", ""id"": 3086}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Rat Entertainment"", ""id"": 12007}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-11-02,152930623,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Tower Heist,5.8,932
395,85000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1581,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 212, ""name"": ""london england""}, {""id"": 886, ""name"": ""film making""}, {""id"": 1441, ""name"": ""christmas party""}, {""id"": 1655, ""name"": ""country house""}, {""id"": 5854, ""name"": ""room exchange""}, {""id"": 6581, ""name"": ""surrey""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 171366, ""name"": ""multiple storylines""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 207317, ""name"": ""christmas""}]",en,The Holiday,"Two women, one (Cameron Diaz) from America and one (Kate Winslet) from Britain, swap homes at Christmastime after bad breakups with their boyfriends. Each woman finds romance with a local man (Jude Law, Jack Black) but realizes that the imminent return home may end the relationship.",44.967453000000006,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Waverly Films"", ""id"": 735}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-12-08,194168700,136.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Holiday,6.7,1225
396,90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",9798,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 521, ""name"": ""washington d.c.""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 769, ""name"": ""falsely accused""}, {""id"": 1284, ""name"": ""identity""}, {""id"": 1666, ""name"": ""mexican standoff""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 2051, ""name"": ""intelligence""}, {""id"": 2980, ""name"": ""wiretap""}, {""id"": 3376, ""name"": ""satellite""}, {""id"": 3635, ""name"": ""national security agency (nsa)""}, {""id"": 6078, ""name"": ""politics""}, {""id"": 9778, ""name"": ""exploding building""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10092, ""name"": ""mystery""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 18419, ""name"": ""privacy""}, {""id"": 18420, ""name"": ""surveillance""}, {""id"": 158938, ""name"": ""baltimore maryland""}, {""id"": 227411, ""name"": ""secret hideout""}]",en,Enemy of the State,"Hotshot Washington lawyer, Robert Dean becomes a victim of high-tech identity theft when a hacker slips an incriminating video into his pocket. Soon, a rogue National Security agent sets out to recover the tape – and destroy Dean.",41.207568,"[{""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""No Such Productions"", ""id"": 79209}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-11-20,250649836,132.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Enemy of the State,6.7,1240
397,85000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",22897,"[{""id"": 3687, ""name"": ""graduation""}, {""id"": 5982, ""name"": ""ex husband""}, {""id"": 187056, ""name"": ""woman director""}]",en,It's Complicated,"Ten years after their divorce, Jane and Jake Adler unite for their son's college graduation and unexpectedly end up sleeping together. But Jake is married, and Jane is embarking on a new romance with her architect. Now, she has to sort out her life – just when she thought she had it all figured out.",16.479851,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Waverly Films"", ""id"": 735}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-12-23,219103655,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,It's Complicated,6.2,360
398,85000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",298,"[{""id"": 585, ""name"": ""casino""}, {""id"": 9727, ""name"": ""thief""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 14570, ""name"": ""las vegas""}, {""id"": 159772, ""name"": ""pretending to be rich""}, {""id"": 159783, ""name"": ""labor strike""}]",en,Ocean's Thirteen,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",42.069993,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Section Eight"", ""id"": 129}, {""name"": ""Jerry Weintraub Productions"", ""id"": 2596}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-06-07,311312624,122.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Ocean's Thirteen,6.5,1999
